"sentence","startTime","endTime","speaker_id","speaker_name"
"Vamos lá vai além.","25:44","25:45",4,"speaker 5"
"Vai além né.","25:45","25:46",4,"speaker 5"
"Pensa assim os serviços que a gente tem investidos com a gente.","25:46","25:49",4,"speaker 5"
"Eu posso chegar para o cara e falar meu irmão posso não precisar fazer opt-in.","25:49","25:53",4,"speaker 5"
"Posso botar link dentro de lugar que o cara clicar e já escreve o e-mail e já faz uma intro direto para você.","25:53","26:00",4,"speaker 5"
"Cara, daqui a pouco a gente vai ter 30 empresas que você só precisa dar uma clicada e vai estar direto com o cara que pode contratar o seu serviço.","26:00","26:07",4,"speaker 5"
"Por exemplo, os perks, a gente hoje tem perks Da Microsoft, Da Nvidia, Da Oracle.","26:07","26:13",4,"speaker 5"
"Meu irmão, imagina que tudo que a Norte pode oferecer pra você tá num lugar só.","26:13","26:18",4,"speaker 5"
"Meu irmão, automático.","26:18","26:19",4,"speaker 5"
"Cara, isso só não tem preço, ou seja...","26:19","26:21",4,"speaker 5"
"É o agente Da Norte, né?","26:21","26:23",3,"speaker 4"
"É o agente Da Norte.","26:23","26:24",4,"speaker 5"
"Legal, vamos fazer isso.","26:26","26:27",3,"speaker 4"
"Baby, o que você está mostrando aí, Baby?","26:27","26:29",3,"speaker 4"
"Não, cara, só fiz prompt aqui para ver como é que a gente pode brincar dessa interface, né?","26:29","26:34",1,"speaker 2"
"Portfólio, pedidos de ajuda, pode aceitar ou não aceitar, ver a performance das empresas.","26:34","26:40",1,"speaker 2"
"Espera aí, tu fez isso agora.","26:40","26:41",3,"speaker 4"
"Detalhe, fiz agora.","26:41","26:44",1,"speaker 2"
"Clica para ver o detalhe, né?","26:44","26:45",1,"speaker 2"
"TechFlow, as empresas investidas, as metrics que você escolheu acompanhar.","26:45","26:50",1,"speaker 2"
"Sei lá, agora a gente tem que, tipo, acho que tem dois caminhos aqui, né?","26:50","26:53",1,"speaker 2"
"Quer ver como é que eu deito.","26:53","26:54",1,"speaker 2"
"Esse químico dessa porra?","26:54","26:56",0,"speaker 1"
"Fiz agora, só digitou ali prompt.","26:56","27:00",0,"speaker 1"
"Fiz prompt, o que estava preparando, depois fui transcrevendo aqui.","27:00","27:03",1,"speaker 2"
"Aí ele fez aqui, dashboard com o portfólio, comparação de todas as empresas, o pedido de ajuda.","27:03","27:10",1,"speaker 2"
"O que você pediu para ele mudar o tema ali?","27:10","27:12",3,"speaker 4"
"Ele terminou?","27:12","27:13",3,"speaker 4"
"Será que ele...","27:13","27:14",3,"speaker 4"
"Eu pedi para ele mudar o tema para ficar com o tema Da noite.","27:14","27:16",1,"speaker 2"
"o tema Da escrota aí também que você botou, né?","27:16","27:18",3,"speaker 4"
"Vamos olhar.","27:18","27:18",0,"speaker 1"
"Eu pedi para ele pegar as cores, mas eu não sei se ele pegou direitinho não, acho que não.","27:18","27:23",1,"speaker 2"
"É, dá refresh aí, dá refresh pra ver se ele fez a Viu mudar de tema, vamos ver.","27:23","27:28",3,"speaker 4"
"Deixa eu ver, deixa eu ver.","27:28","27:28",1,"speaker 2"
"Eu, by the way, eu tô com o horário condavando pra fazer...","27:28","27:31",3,"speaker 4"
"Ele tá pensando ainda, aguenta aí, aguenta aí.","27:31","27:33",1,"speaker 2"
"ele tá pensando.","27:33","27:33",3,"speaker 4"
"Vai ter que mudar o tema, vai ter que mudar o tema dessa porra também.","27:33","27:36",1,"speaker 2"
"Mas, cara, a gente tá fazendo muito isso.","27:37","27:42",1,"speaker 2"
"A gente fez o nosso próprio LMS aqui, né?","27:42","27:45",1,"speaker 2"
"A gente tem a certificação aí deco.","27:45","27:48",1,"speaker 2"
"A gente criou o nosso LMS com prompt.","27:48","27:50",1,"speaker 2"
"Agora a gente ensina a Deco com sisteminha.","27:50","27:54",1,"speaker 2"
"Você dá review, coloca as coisas.","27:54","27:56",1,"speaker 2"
"A gente fez o nosso stats.deco...","27:56","27:59",1,"speaker 2"
"Mostra o billing, né?","27:59","28:00",1,"speaker 2"
"Melhor ainda.","28:00","28:01",3,"speaker 4"
"Billing.","28:01","28:01",1,"speaker 2"
"willing.deco.page, tipo, cara, tudo que tem a ver com os nossos resultados, como que a gente track todo o nosso...","28:02","28:10",1,"speaker 2"
"Pensa que tem data lake aqui que a gente tá puxando essa porra toda.","28:10","28:13",1,"speaker 2"
"Poderia ser vocês, entendeu, Antônio?","28:13","28:14",1,"speaker 2"
"E aí a gente pode ver, cara.","28:15","28:17",4,"speaker 5"
"A performance de cada dos nossos sites.","28:17","28:19",1,"speaker 2"
"Essa porra toda aí era Airtable e CUSP antes, tá?","28:19","28:22",3,"speaker 4"
"Aí agora a gente tem Airtable.","28:22","28:24",3,"speaker 4"
"Foi feito com prompt na Deco, entendeu?","28:24","28:26",1,"speaker 2"
"Eu consegui acompanhar os requests, a banda.","28:26","28:28",1,"speaker 2"
"Calma, calma.","28:28","28:29",3,"speaker 4"
"Isso aí foi feito por engenheiro, né?","28:29","28:30",3,"speaker 4"
"O Dex.","28:30","28:31",3,"speaker 4"
"Mas estamos chegando lá.","28:31","28:34",3,"speaker 4"
"É, mas foi feito usando o nosso framework, né?","28:34","28:37",1,"speaker 2"
"Então, assim, o que a gente consegue construir, dado que vocês têm os dados, Tem trabalho chato para organizar os dados, e dado que você dá os dados organizados, cara, fazer a UI, fazer o admin, é uma questão agora de a gente pensar como é que é essa interface.","28:37","28:50",1,"speaker 2"
"Olha, ele fez aqui, ele melhorou pouquinho essa interface aqui para ficar mais próximo a North Vendors.","28:50","28:56",1,"speaker 2"
"Esse tema foi muito melhor do que o que está fora.","28:56","28:59",3,"speaker 4"
"É, total.","28:59","29:01",1,"speaker 2"
"Muda aí, muda aí.","29:01","29:02",1,"speaker 2"
"O Guilherme ama essa, foi ele que fez, né?","29:02","29:05",1,"speaker 2"
"Vou botar isso aqui talvez não.","29:06","29:08",1,"speaker 2"
"Deixa eu ver aqui uma porra.","29:08","29:09",1,"speaker 2"
"Pronto, isso aqui talvez seja mais próximo.","29:09","29:10",1,"speaker 2"
"Depois a gente mexe nessas cores aí, foda-se.","29:10","29:12",1,"speaker 2"
"Não, tem o Elegant Luxury.","29:12","29:14",3,"speaker 4"
"Volta, volta, volta, volta.","29:14","29:15",3,"speaker 4"
"É porque a norte é amarelinha, pô.","29:15","29:17",3,"speaker 4"
"Volta.","29:17","29:17",3,"speaker 4"
"Hã?","29:17","29:18",3,"speaker 4"
"Amarelinha e preta, amarelinha e preta.","29:18","29:20",4,"speaker 5"
"É, é.","29:20","29:20",2,"speaker 3"
"Volta, volta, volta.","29:20","29:22",3,"speaker 4"
"Tinha uma outra, tinha uma outra.","29:22","29:23",4,"speaker 5"
"Volta, volta, volta.","29:23","29:25",3,"speaker 4"
"Mais ou menos, mais ou menos.","29:25","29:27",3,"speaker 4"
"Essa aí, essa aí, essa aí.","29:27","29:28",3,"speaker 4"
"Essa aí.","29:28","29:29",3,"speaker 4"
"Essa ou a do lado?","29:29","29:31",4,"speaker 5"
"É, é.","29:31","29:32",4,"speaker 5"
"Essa é boa.","29:32","29:32",4,"speaker 5"
"Mano, porra.","29:32","29:34",3,"speaker 4"
"Babyland aqui.","29:36","29:38",1,"speaker 2"
"Car, views, pronto.","29:38","29:40",1,"speaker 2"
"Aí, cara, qual é a parada daqui, né?","29:40","29:43",1,"speaker 2"
"Esse admin todo, ele é completamente extensível.","29:43","29:47",1,"speaker 2"
"Então, tu pode esconder o que você quiser, colocar aqui os apps que você criou, entendeu?","29:47","29:52",1,"speaker 2"
"Posso pinar app novo aqui em cima.","29:52","29:54",1,"speaker 2"
"Então, você vê que meio que vai customizando todo o admin, que aí o cara basicamente quando entrar aqui, ele vai ver admin desenhando por vocês, com o que vocês escolheram mostrar.","29:54","30:05",1,"speaker 2"
"O cara dá upload do reporte mensal, ou ele vai, cara, ele vai aqui nos apps, você quer fazer com que ele conecte automaticamente com Slack, com o Airtable, com a gravação de reunião, onde tem Investor Updates mensal, você quer puxar já do Meeting Recording dele para já pegar os resultados do mês sem ter o trabalho de fechar report.","30:05","30:24",1,"speaker 2"
"Bem, deixa eu mostrar aqui o Health Check.","30:24","30:28",3,"speaker 4"
"Então, caso que eu acho que o Antônio vai sensibilizar rapidamente.","30:28","30:38",3,"speaker 4"
"A gente está fazendo esse novo exemplo aqui, porque agora, muito o que a gente vai fazer, agora que as bases estão ficando mais sólidas, são templates de apps que as pessoas podem produtivamente botar os dados delas e sair rodando.","30:38","30:54",3,"speaker 4"
"E aí a gente estava...","30:55","30:56",3,"speaker 4"
"Ia ter workshop hoje com a farm, mas coitado, desmarcaram porque o tio Da menina foi baleado ontem, né?","30:56","31:03",3,"speaker 4"
"Porra, tem negócio aqui do Rio de Janeiro.","31:03","31:05",3,"speaker 4"
"Aí remarcamos o workshop.","31:05","31:08",3,"speaker 4"
"Enfim.","31:08","31:09",3,"speaker 4"
"Aí, o que é isso aí que a gente estava fazendo aqui para a farm de exemplo?","31:09","31:13",3,"speaker 4"
"Olha só, ele é dashboard que pega dados de pedido, orders canceled, erros e bagage checkouts que a gente tirou.","31:13","31:23",3,"speaker 4"
"E aí ele vai no DataSource lá Da VTX, ele tem aqui, a gente tem essas apps aqui, né?","31:24","31:31",3,"speaker 4"
"Aí aqui tem a app Da VTX, aí a app Da VTX tem lá suas tools.","31:31","31:35",3,"speaker 4"
"Aí esse bicho vai na DataSource Da VTX, tem workflow, que pega e acumula nosso database aqui os pedidos.","31:35","31:45",3,"speaker 4"
"Aí tem agente, que é o Anomaly Detector, Ele tem algumas ferramentas que a gente também construiu aqui, também com o Prompt.","31:45","31:57",3,"speaker 4"
"As ferramentas são, para vocês entenderem, Anomaly Register.","31:57","32:01",3,"speaker 4"
"Essa ferramenta consegue pegar tipo de anomalia que o bicho achou e botar no banco.","32:01","32:07",3,"speaker 4"
"Esse workflow fica chamando esse agente.","32:07","32:11",3,"speaker 4"
"Esse agente chama essa ferramenta quando decide.","32:11","32:14",3,"speaker 4"
"Ele olha os dados em uma janela.","32:14","32:16",3,"speaker 4"
"Estou usando aqui o Sony de 4.5, mas pode usar qualquer modelo e tal, aí ele decide que aconteceu uma anomalia, chama a tool, que guarda no banco, e aí aparece a anomalia aqui no final.","32:16","32:31",3,"speaker 4"
"Aí daqui, a anomalia detectada.","32:31","32:32",3,"speaker 4"
"Daqui a pouco a próxima feature vai ser configurar alerta para quando tiver a severidade maior do que tal, manda, aí pode ser e-mail, pode ser PagerDuty, whatever, algum MCT que você tenha configurado.","32:32","32:45",3,"speaker 4"
"Caralho, o rap de vocês está muito do caralho, bicho.","32:45","32:48",0,"speaker 1"
"Obrigado.","32:48","32:50",3,"speaker 4"
"Então, assim, isso aqui é exatamente o tipo de ferramentinha que, agora que já tem aqui PRD, tudo começa aqui, né?","32:50","33:00",3,"speaker 4"
"A gente é plan driven.","33:00","33:01",3,"speaker 4"
"Você começa fazendo PRD.","33:01","33:03",3,"speaker 4"
"Agora que tem aqui PRD, já tem os tools e views preparadinhas e os workflows preparadinhos, É muito fácil agora eu transformar isso aqui num template e qualquer pessoa chegar e trocar a app Da Vitex pela app de qualquer outra coisa e botar esse bicho para rodar e consumir e aí ele vai gastando o crédito de AI que ele tem aqui, ele bota na nossa wallet, aí o bicho vai ficar lá fazendo esse workflow rodando todo dia e reportando esse tipo de anomalia.","33:03","33:31",3,"speaker 4"
"Pronto, esse é exemplo do que a gente está...","33:31","33:33",3,"speaker 4"
"Esse banco que vocês têm é o que?","33:33","33:35",0,"speaker 1"
"É Postmas?","33:35","33:36",0,"speaker 1"
"É SQLite no momento, porque esse nosso manager aqui, ele tá todo baseado na Cloudflare, mas a gente tá fazendo movimento muito forte pra ser completamente self-hosted, o nosso admin inteiro.","33:37","33:55",3,"speaker 4"
"E aí, isso significa que não pode depender Da Cloudflare, né?","33:55","33:58",3,"speaker 4"
"E aí, essa versão nova que a gente tá fazendo, que inclusive É muito foda, cara.","33:58","34:02",3,"speaker 4"
"A nossa empresa é prompt.","34:02","34:04",3,"speaker 4"
"Tá aqui o prompt, ó.","34:04","34:05",3,"speaker 4"
"Se você quiser, você pode dar uma olhada.","34:05","34:08",3,"speaker 4"
"A gente tá fazendo essa re-arquitetura, basicamente, mas o ponto é, é tudo o que a gente já fez, só que self-hosted, que você dá NPM install e sai rodando esse treco.","34:08","34:18",3,"speaker 4"
"Aí você tem que dar o banco.","34:18","34:19",3,"speaker 4"
"Aí você diz qual Postgre que você quer usar, qual que é o SQL, tá ligado?","34:19","34:24",3,"speaker 4"
"Isso aqui é muito legal.","34:24","34:26",3,"speaker 4"
"Deixa eu só mostrar detalhe aqui, ó.","34:26","34:30",3,"speaker 4"
"Esse aqui é o nosso CTO que escreveu.","34:32","34:35",3,"speaker 4"
"O GitHub tá mal, hein?","34:35","34:38",3,"speaker 4"
"Parece que a Azure tá dando pau hoje.","34:38","34:41",0,"speaker 1"
"Esse aqui vai ser o nosso paper.","34:41","34:47",3,"speaker 4"
"Declaring Composed Context, a new paradigm for MCP native software engineering.","34:47","34:52",3,"speaker 4"
"We propose a secure web-based MCP admin that centralizes context management for AI applications across teams and organizations with integrated observability and cost control.","34:52","35:01",3,"speaker 4"
"Isso aqui é a nossa declaração.","35:02","35:04",3,"speaker 4"
"Então, pra long story short, Gustavo, você não tá viajando, a gente vai fazer essa porra, vai ser do caralho, vai ter Norte ou Oeste aí que vai virar a benchmark dessa porra dessa indústria, vai todo mundo querer te copiar, ou você vai ganhar dinheiro com isso, vai fazer esse case e vai, porra, Você vai acabar pivotando, vai sair de vici e vai virar sai.","35:04","35:27",1,"speaker 2"
"O Gu nosso se tiou aí.","35:27","35:32",2,"speaker 3"
"Os moleque vão a loucura.","35:32","35:35",4,"speaker 5"
"O cara que não tem nem computador, tá vendo?","35:35","35:37",4,"speaker 5"
"AI agora me permite, irmão.","35:37","35:39",4,"speaker 5"
"É só com áudio e ideia maluca.","35:39","35:41",4,"speaker 5"
"Tá maluco?","35:42","35:44",4,"speaker 5"
"Eu acho que é pensar o que tu quer botar na frente de founder primeiro e aí a gente que é mais técnico vai fazendo o backwards para alcançar.","35:44","35:53",0,"speaker 1"
"O meu sentimento é que a Deco é uma tool mais tipo ready to go assim para fazer a versão inicial.","35:53","36:01",0,"speaker 1"
"Porque, cara, a NET é a camada analítica.","36:01","36:03",0,"speaker 1"
"Normalmente, tu precisa de uma camada analítica quando as coisas começam a crescer em volume de dados ou processamento e etc.","36:03","36:12",0,"speaker 1"
"Eles já têm banco de dados deles ali interno que vai resolver muita coisa no início para testar, prototipar e tal.","36:12","36:19",0,"speaker 1"
"Pelo menos é o meu sentimento.","36:19","36:21",0,"speaker 1"
"O Gui pode...","36:21","36:22",0,"speaker 1"
"E até é o que eu recomendo para o meu time sempre e para alguns clientes malucos que eles querem contratar sem nem saber o que estão contratando.","36:22","36:30",0,"speaker 1"
"É tipo, cara...","36:30","36:31",0,"speaker 1"
"Bicho, tu nunca teve banco de dados lake na tua vida, né?","36:31","36:37",0,"speaker 1"
"Por que tu acha que hoje tu precisa de lake house com 5 tera dentro Da tua cloud?","36:37","36:44",0,"speaker 1"
"Mano, você diria que você é cheap?","36:44","36:47",3,"speaker 4"
"Você é muito eficiente em termos de data warehouse?","36:47","36:52",3,"speaker 4"
"Com certeza, bicho.","36:53","36:54",0,"speaker 1"
"A média que os meus clientes gastam é 50 dólares por mês pra você sair e abandonar.","36:54","37:02",0,"speaker 1"
"Eu não sou bom de data, tecnicamente.","37:02","37:06",3,"speaker 4"
"O nosso time aqui nunca teve galera muito hardcore de data.","37:06","37:10",3,"speaker 4"
"A gente é de webdev.","37:10","37:12",3,"speaker 4"
"e-commerce, sistema bem transacional.","37:12","37:17",3,"speaker 4"
"E aquele billing que a gente mostrou aqui, a gente fez esforço para organizar, pegar os nossos dados de CDN, de requests, guardar, processar e tal.","37:17","37:31",3,"speaker 4"
"Acho que tem uma outra conversa paralela aqui para a gente fazer, que talvez você possa me ajudar a organizar isso mais diferente, tá ligado?","37:31","37:39",3,"speaker 4"
"Sim, com certeza.","37:39","37:40",0,"speaker 1"
"Porque é uma fucking firehose, entendeu?","37:40","37:42",3,"speaker 4"
"São meio bi de page view por mês.","37:42","37:48",3,"speaker 4"
"50 bi requests na ASIO.","37:48","37:51",3,"speaker 4"
"Então, é meio grosseiro.","37:51","37:54",3,"speaker 4"
"Massa.","37:54","37:55",0,"speaker 1"
"Não, com certeza.","37:55","37:56",0,"speaker 1"
"Enfim, podemos falar.","37:56","37:59",0,"speaker 1"
"Eu acho que tem ponto bem legal aqui que é o fato de a Norte já estar criando esse lake com a gente e eventualmente eles vão querer acessar esse lake como base de enriquecimento dessa experiência que eles vão construir dentro Da DECO e tal.","38:00","38:18",0,"speaker 1"
"O Marcinho tem contexto legal também, por exemplo, uma coisa que eu acho animal, que foi uma das primeiras empresas a usar, depois outras usaram.","38:18","38:26",0,"speaker 1"
"Eles plugam o Firefly ali na NET, que fica extraindo dados o tempo inteiro, todas as conversas que eles têm com os founders.","38:26","38:33",0,"speaker 1"
"E, cara, isso está ali à disposição para ser produzido.","38:33","38:36",0,"speaker 1"
"Eu quero isso.","38:36","38:36",4,"speaker 5"
"Eu quero isso agora.","38:36","38:38",3,"speaker 4"
"Eu faço agora o armazenamento dos meus recordings.","38:38","38:41",3,"speaker 4"
"Pode entrar na NET ali no plano gratuito, que tu consegue plugar.","38:41","38:45",0,"speaker 1"
"Vamos fazer isso agora.","38:45","38:46",3,"speaker 4"
"Já vou começar a gravar o meu...","38:46","38:48",3,"speaker 4"
"Plano para tudo, caralho, já contrata aí, meu, já bota, já vira cliente Next logo, entendeu, Gui?","38:50","38:55",4,"speaker 5"
"Porra, toma rua.","38:55","38:56",4,"speaker 5"
"Não, eu entendo sair de vocês e eu tô entendendo que vocês estão numa transição, porque eu não vi nenhum botão pra eu, tipo, entrar de uma vez.","38:56","39:04",0,"speaker 1"
"Não, na home tem já, se você for aí no decocms.com.","39:04","39:09",3,"speaker 4"
"tá.","39:09","39:10",0,"speaker 1"
"É que eu fui na Deco CX.","39:10","39:12",0,"speaker 1"
"É, não, é.","39:12","39:13",3,"speaker 4"
"E essa porra tinha que estar no Redirect, que não tá fazendo até agora.","39:13","39:16",3,"speaker 4"
"Meu Deus do céu.","39:16","39:17",3,"speaker 4"
"A gente correu de volta, essa porra.","39:17","39:20",3,"speaker 4"
"Tá bem, bicho.","39:20","39:21",0,"speaker 1"
"Cês criaram logo.","39:21","39:23",0,"speaker 1"
"Mas vamos lá.","39:27","39:28",4,"speaker 5"
"Deixa eu pensar o que eu sugiro aqui então como o cara o Next Step.","39:28","39:31",4,"speaker 5"
"Acho que não só vocês dois.","39:31","39:33",4,"speaker 5"
"Ou seja uns a outros se conhecerem mais.","39:33","39:35",4,"speaker 5"
"Acho que tem muita técnica.","39:35","39:37",4,"speaker 5"
"Tem várias coisas aqui que acho que independente dessa relação que a gente vai ser sempre elo com certeza.","39:37","39:43",4,"speaker 5"
"Mas eu queria tentar pensar no plano de ataque.","39:43","39:48",4,"speaker 5"
"Eu acho que como a gente já usa a NET então o Antônio tem noção dos dados e tal.","39:48","39:53",4,"speaker 5"
"O que vocês tem de dados?","39:53","39:55",3,"speaker 4"
"Fala aí, porque eu acho que o Guz acha que eu fico entrando no workspace de vocês e vendo os dados de vocês.","39:57","40:03",0,"speaker 1"
"Eu não tenho acesso aos dados, bicho.","40:03","40:05",0,"speaker 1"
"Os dados ficam armazenados na cloud do cliente.","40:05","40:08",0,"speaker 1"
"Eu só acesso e tu fala assim, Toninho, entra no meu workspace e vê.","40:08","40:11",0,"speaker 1"
"O que eu tenho lá.","40:11","40:13",3,"speaker 4"
"Cara, a gente pega Fireflies, tudo que tá no Atio.","40:13","40:19",3,"speaker 4"
"Hoje em dia é principal isso, mas...","40:19","40:21",3,"speaker 4"
"E-mail também, Calendar...","40:21","40:24",3,"speaker 4"
"Cara, tem coisa que ainda pega do Google Sheets, isso daí...","40:27","40:32",3,"speaker 4"
"Cara, a Next tem mais de 100 conectores, né?","40:32","40:34",3,"speaker 4"
"É, tem bastante coisa.","40:34","40:38",0,"speaker 1"
"Então, Antônio, outra coisa que a gente tem que fazer é ser possível o cara assinar o seu plano dentro do meu admin.","40:38","40:47",3,"speaker 4"
"Isso ia ser bem legal.","40:47","40:48",0,"speaker 1"
"MCP Premium, sacou?","40:49","40:51",3,"speaker 4"
"Aperta o botão, 5 dólares por mês, já começa planozinho.","40:51","40:55",3,"speaker 4"
"Sabe o que a gente tem que fazer, cara?","40:55","40:56",0,"speaker 1"
"Vamos fazer a primeira coisa, porque eu quero entender como que isso vai se conversar.","40:56","41:01",0,"speaker 1"
"A Norte já tem uma conta Da Deco?","41:01","41:05",0,"speaker 1"
"Eu acho que esse é o primeiro passo.","41:05","41:07",0,"speaker 1"
"O Marcinho tem?","41:07","41:08",0,"speaker 1"
"Beleza.","41:08","41:09",0,"speaker 1"
"Cara, vamos configurar não sei se dá também tão fácil né mas vamos eu queria que na Deco eu consumisse o MCP Da Nect porque eu também posso usar pra Nect né então eu queria entender que tipo de caso de uso que eu ia conseguir resolver porque esse é MCP que ele é diferente dos MCP clássicos de transacional, porque a principal tool do nosso MCP é uma tool que converte linguagem natural em SQL query.","41:09","41:42",0,"speaker 1"
"E aí ele faz a consulta no banco com essa SQL, volta os resultados e ele converte de novo em linguagem natural.","41:42","41:48",0,"speaker 1"
"Mas, como vocês devem imaginar, consumir uma base analítica não é igual transacional ali.","41:48","41:55",0,"speaker 1"
"Então, tem uma pegada que é bem massa, já tem uns videos case bem legais, mas eu estou a fim de criar exemplos para 15 mesmo.","41:55","42:04",0,"speaker 1"
"O que eu gostaria era que você oferecesse essa tool em duas partes, de forma que eu pudesse planejar a query, ver os resultados, e aí, gostando dessa query, eu salvo ela agora e posso utilizar ela como ferramenta em outro...","42:04","42:24",3,"speaker 4"
"A gente tem isso.","42:24","42:25",0,"speaker 1"
"A gente tem isso.","42:25","42:28",0,"speaker 1"
"Então, o nosso MCP é o cara que conecta a Next, os dados já estão lá, aí tem uma tool de list their sources, tem uma tool de query, e list queries, e aí pronto, agora essas queries já têm salvas, e aí qualquer agente pode chamar e usar essas queries.","42:28","42:45",3,"speaker 4"
"Bem massa.","42:46","42:47",0,"speaker 1"
"Do caralho.","42:47","42:48",0,"speaker 1"
"Eu quero fazer isso pra mim.","42:48","42:50",3,"speaker 4"
"Vamos combinar que tá o meu grain aí, no Nectar.","42:50","42:53",3,"speaker 4"
"Eu apertei o botão de book a demo aqui, porque o outro...","42:53","42:55",3,"speaker 4"
"A gente usa o Slack?","42:55","42:57",3,"speaker 4"
"A gente usa o Discord.","42:57","42:58",3,"speaker 4"
"Os caras que consumem open source é uma loucura total.","42:58","43:03",0,"speaker 1"
"Não, então eu vou criar grupo de notas.","43:03","43:07",0,"speaker 1"
"A gente tem o Slack também.","43:07","43:08",3,"speaker 4"
"Se você quiser, me manda e-mail pra guia.cx que a gente tem o Slack.","43:08","43:12",3,"speaker 4"
"Só que é uso externo, né?","43:12","43:14",3,"speaker 4"
"É, porque, cara, eu tenho muito cliente no WhatsApp, então não é nenhum problema pra mim o WhatsApp.","43:15","43:19",0,"speaker 1"
"Eu também, eu também.","43:19","43:20",3,"speaker 4"
"Fazer o quê, né, Brasil?","43:20","43:22",0,"speaker 1"
"Não, mas assim, eu quero ter o teu WhatsApp ortogonalmente, pra gente poder trabalhar.","43:22","43:28",3,"speaker 4"
"Anota aqui.","43:28","43:29",0,"speaker 1"
"Eu vou ter que pular no Macau com o Clint agora.","43:29","43:31",0,"speaker 1"
"Por isso que eu tô meio agoniado.","43:31","43:32",0,"speaker 1"
"Não, não.","43:32","43:33",3,"speaker 4"
"Vamos fazer pior.","43:33","43:34",4,"speaker 5"
"Vamos fazer melhor, cara.","43:34","43:34",4,"speaker 5"
"Vamos montar grupão aqui.","43:34","43:36",4,"speaker 5"
"Depois vocês montam a gente faz.","43:36","43:37",4,"speaker 5"
"Vocês, cada pega os poisas.","43:37","43:38",4,"speaker 5"
"Grupo Next Call, lança grupo.","43:38","43:41",4,"speaker 5"
"E vamos tirar do papo essa porra.","43:41","43:43",4,"speaker 5"
"Vamos pensar o que é a primeira etapa.","43:43","43:45",4,"speaker 5"
"Cara, Marcinho, dá uma pensada pra sugerir no grupo.","43:45","43:48",4,"speaker 5"
"Se a gente...","43:48","43:48",4,"speaker 5"
"O Salomão, monta grupo.","43:48","43:50",4,"speaker 5"
"Marcinho, pensa o que seria o melhor ponto de começo.","43:50","43:52",4,"speaker 5"
"A gente começa no Deco.","43:52","43:54",4,"speaker 5"
"Desenha o framework.","43:54","43:55",4,"speaker 5"
"O grain, o dado Da reunião, Gustavo, já dá para a gente brincar.","43:55","43:59",3,"speaker 4"
"Se você tem o dado Da reunião, a gente já tem bot aqui que fica lendo reunião, lendo CRM, achando coisa importante e fazendo report.","43:59","44:07",3,"speaker 4"
"Já é uma brincadeira.","44:07","44:09",3,"speaker 4"
"Cara, eu quero 20 coisas para a gente fazer, meu irmão, passo a passo.","44:09","44:15",4,"speaker 5"
"E a gente depois vira case em cima disso.","44:15","44:19",4,"speaker 5"
"Meu irmão, pode ser que surjam outros fundos querendo fazer, mais clientes para vocês.","44:19","44:23",4,"speaker 5"
"Vamos fazer uma conversinha.","44:23","44:25",0,"speaker 1"
"Porque o Gus é megalomaníaco.","44:25","44:27",0,"speaker 1"
"Em mês nós ia ter que fazer prédio inteiro com...","44:27","44:29",0,"speaker 1"
"O Marcinho vai saber escolher quem é o primeiro, que o Gus fala todo dia e tal.","44:29","44:34",0,"speaker 1"
"E aí, depois que a gente entregar o presente de Natal pro Gus, aí.","44:34","44:38",0,"speaker 1"
"A gente fala do próximo.","44:38","44:40",4,"speaker 5"
"Você libera o Meacondo lá?","44:40","44:47",3,"speaker 4"
"Do quem?","44:47","44:48",4,"speaker 5"
"Do Antônio.","44:48","44:50",3,"speaker 4"
"Como liberar?","44:50","44:51",0,"speaker 1"
"Não, eu botei book a demo aqui no teu site.","44:52","44:54",3,"speaker 4"
"vai no entrar ali, bicho.","44:54","44:57",0,"speaker 1"
"Hã?","44:57","44:58",3,"speaker 4"
"Vai no entrar.","44:58","45:00",0,"speaker 1"
"Eu botei start for free aqui, não tá com o botão, não tá funcionando.","45:00","45:04",3,"speaker 4"
"Ué?","45:04","45:05",3,"speaker 4"
"Ué?","45:05","45:06",4,"speaker 5"
"Ó o bug aí, ó.","45:06","45:07",4,"speaker 5"
"Bom, a gente vai meter o grupo de WhatsApp e vamos pensar nos next steps.","45:07","45:11",4,"speaker 5"
"Ok.","45:11","45:11",1,"speaker 2"
"Aqui não é clicável, eu já tinha preenchido aqui.","45:12","45:15",3,"speaker 4"
"Olha lá em cima, lá em cima.","45:15","45:16",0,"speaker 1"
"Mas aquele de baixo tu clicou e não foi?","45:16","45:19",0,"speaker 1"
"Não, é que ele não tá com o botão.","45:19","45:21",3,"speaker 4"
"Obrigado.","45:21","45:24",0,"speaker 1"
"Galera, os caras estão de loucura aqui.","45:25","45:29",0,"speaker 1"
"Eu vou sair porque eu tenho uma call com cliente, mas vamos falar no ato ali assim, que acho que vai ser bem massa, cara.","45:31","45:37",0,"speaker 1"
"Vai ser muito legal.","45:37","45:38",4,"speaker 5"
"Parabéns.","45:38","45:38",3,"speaker 4"
"Animal o que vocês estão fazendo.","45:38","45:40",0,"speaker 1"
"Muito bom.","45:40","45:40",3,"speaker 4"
"Muito animadaço com as outras coisas.","45:40","45:42",3,"speaker 4"
"Muito bom.","45:42","45:43",3,"speaker 4"
"Valeu.","45:43","45:44",0,"speaker 1"
"Valeu, meu irmão.","45:44","45:45",4,"speaker 5"
"Valeu, galera.","45:45","45:46",2,"speaker 3"
"E aí, Marcinho?","45:46","45:50",2,"speaker 3"
